"entity"	"name"	"label"	"dataType"	"refEntity"	"nillable"	"idAttribute"	"enumOptions"	"defaultValue"	"rangeMin"	"rangeMax"	"lookupAttribute"	"labelAttribute"	"readOnly"	"aggregateable"	"visible"	"unique"	"partOfAttribute"	"expression"	"validationExpression"	"tags"	"description"	"mappedBy"	"description-de"	"label-de"	"description-en"	"label-en"	"description-es"	"label-es"	"description-fr"	"label-fr"	"description-it"	"label-it"	"description-nl"	"label-nl"	"description-pt"	"label-pt"	"description-xx"	"label-xx"
"invuse_classification"	"id"	"Identifier"	"int"	""	"false"	"true"					"true"	"true"	"true"	"false"	"true"	"true"	""			""	"Classification (1 t/m 5)"	""																
"invuse_classification"	"label"	"Classification of Pathogenicity"	"string"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"Classification of Pathogenicity"	""																
"invuse_classification"	"probableP"	"Probability of being Pathogenic"	"string"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"Probability of being Pathogenic"	""																
"invuse_gene"	"id"	"Identifier"	"string"	""	"false"	"true"					"true"	"false"	"true"	"false"	"true"	"true"	""			""	"unique label"	""																
"invuse_gene"	"gene"	"Name"	"string"	""	"false"	"false"					"true"	"true"	"false"	"false"	"true"	"false"	""			""	"Name of gene"	""																
"invuse_publication"	"molgenisid"	"Identifier"	"string"	""	"false"	"AUTO"					"false"	"false"	"true"	"false"	"false"	"true"	""			""	"Identifier"	""																
"invuse_publication"	"doi"	"DOI"	"hyperlink"	""	"false"	"false"					"false"	"true"	"false"	"false"	"true"	"false"	""			""	"link to doi"	""																
"invuse_publication"	"title"	"Title"	"string"	""	"false"	"false"					"true"	"true"	"false"	"false"	"true"	"false"	""			""	"title of publication"	""																
"invuse_publication"	"journal"	"Journal"	"string"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"journal of publication"	""																
"invuse_publication"	"description"	"Description"	"text"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"Extra information about publication"	""																
"invuse_variant"	"id"	"id"	"string"	""	"false"	"AUTO"					"false"	"false"	"true"	"false"	"false"	"true"	""			""	"auto"	""																
"invuse_variant"	"variant"	"Variant name (c.notation)"	"string"	""	"false"	"false"					"false"	"true"	"true"	"false"	"true"	"false"	""			""	"Unique variant name (c.notation)"	""																
"invuse_variant"	"gene"	"Gene"	"xref"	"invuse_gene"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"Gene of variant"	""																
"invuse_variant"	"protein"	"Protein change"	"string"	""	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"Predicted protein change (p. notation)"	""																
"invuse_variant"	"priority"	"Priority Variant"	"bool"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"Priority Variant testing(Y/N)"	""																
"invuse_variant"	"priorityText"	"Priority Comments"	"text"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"Explanatory text Priority status"	""																
"invuse_variant"	"extra"	"Extra information variant"	"compound"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""	"Extra information variant"	""																
"invuse_variant"	"freq_GnomAD"	"GnomAD"	"string"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"extra"			""	"Allele frequency in GnomAD"	""																
"invuse_variant"	"freq_GoNL"	"GoNL"	"string"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"extra"			""	"Allele frequency in GoNL"	""																
"invuse_variant"	"insilico"	"in silico prior"	"text"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"extra"			""	"Results in silico classification"	""																
"invuse_variant"	"family"	"segregation"	"string"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"extra"			""	"Information about segregation of in the family of patient"	""																
"invuse_variant"	"remarks"	"Notes"	"text"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"extra"			""	"Notes about other important information for variant"	""																
"invuse_variant"	"publication"	"Publication(s)"	"mref"	"invuse_publication"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"extra"			""	"Published paper(s) linked to this variant, title or doi, add if not in database"	""																
"invuse_variant"	"variantDatabase"	"Genomic variant database"	"compound"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"extra"			""	"Classification online database(s)"	""																
